CPRO,CMUN,DC,NOMBRE
33,10,0,Candamo
33,12,2,Cangas de Onis
33,11,7,Cangas del Narcea
33,13,8,Caravia
33,14,3,Carreño
33,15,6,Caso
33,16,9,Castrillon
33,17,5,Castropol
33,18,1,Coaña
33,19,4,Colunga
33,20,8,Corvera de Asturias
33,21,5,Cudillero
33,22,0,Degaña
33,23,6,"Franco, El"
33,24,1,Gijon
33,25,4,Gozon
33,26,7,Grado
33,27,3,Grandas de Salime
33,28,9,Ibias
33,29,2,Illano
33,30,6,Illas
33,31,3,Langreo
33,32,8,Laviana
33,33,4,Lena
33,35,2,Llanera
33,36,5,Llanes
33,37,1,Mieres
33,38,7,Morcin
33,39,0,Muros de Nalon
33,40,4,Nava
33,41,1,Navia
33,42,6,Noreña
33,43,2,Onis
33,44,7,Oviedo
33,45,0,Parres
33,46,3,Peñamellera Alta
33,47,9,Peñamellera Baja
33,48,5,Pesoz
33,49,8,Piloña
33,50,1,Ponga
33,51,8,Pravia
33,52,3,Proaza
33,53,9,Quiros
33,54,4,"Regueras, Las"
33,55,7,Ribadedeva
33,56,0,Ribadesella
33,57,6,Ribera de Arriba
33,58,2,Riosa
33,59,5,Salas
33,61,6,San Martin de Oscos
33,60,9,San Martin del Rey Aurelio
33,63,7,San Tirso de Abres
33,62,1,Santa Eulalia de Oscos
33,64,2,Santo Adriano
33,65,5,Sariego
33,66,8,Siero
33,67,4,Sobrescobio
33,68,0,Somiedo
33,69,3,Soto del Barco
33,70,7,Tapia de Casariego
33,71,4,Taramundi
33,72,9,Teverga
33,73,5,Tineo
33,34,9,Valdes
33,74,0,Vegadeo
33,75,3,Villanueva de Oscos
33,76,6,Villaviciosa
33,77,2,Villayon
33,78,8,Yernes y Tameza
34,1,4,Abarca de Campos
34,3,5,Abia de las Torres
34,4,0,Aguilar de Campoo
34,5,3,Alar del Rey
34,6,6,Alba de Cerrato
34,9,1,Amayuelas de Arriba
34,10,5,Ampudia
34,11,2,Amusco
34,12,7,Antigüedad
34,15,1,Arconada
34,17,0,Astudillo
34,18,6,Autilla del Pino
34,19,9,Autillo de Campos
34,20,3,Ayuela
34,22,5,Baltanas
34,24,6,Baquerin de Campos
34,25,9,Barcena de Campos
34,27,8,Barruelo de Santullan
34,28,4,Bascones de Ojeda
34,29,7,Becerril de Campos
34,31,8,Belmonte de Campos
34,32,3,Berzosilla
34,33,9,Boada de Campos
34,35,7,Boadilla de Rioseco
34,34,4,Boadilla del Camino
34,36,0,Brañosera
34,37,6,Buenavista de Valdavia
34,38,2,Bustillo de la Vega
34,39,5,Bustillo del Paramo de Carrion
34,41,6,Calahorra de Boedo
34,42,1,Calzada de los Molinos
34,45,5,Capillas
34,46,8,Cardeñosa de Volpejera
34,47,4,Carrion de los Condes
34,48,0,Castil de Vela
34,49,3,Castrejon de la Peña
34,50,6,Castrillo de Don Juan
34,51,3,Castrillo de Onielo
34,52,8,Castrillo de Villavega
34,53,4,Castromocho
34,55,2,Cervatos de la Cueza
34,56,5,Cervera de Pisuerga
34,57,1,Cevico de la Torre
34,58,7,Cevico Navero
34,59,0,Cisneros
34,60,4,Cobos de Cerrato
34,61,1,Collazos de Boedo
34,62,6,Congosto de Valdavia
34,63,2,Cordovilla la Real
34,66,3,Cubillas de Cerrato
34,67,9,Dehesa de Montejo
34,68,5,Dehesa de Romanos
34,69,8,Dueñas
34,70,2,Espinosa de Cerrato
34,71,9,Espinosa de Villagonzalo
34,72,4,Frechilla
34,73,0,Fresno del Rio
34,74,5,Fromista
34,76,1,Fuentes de Nava
34,77,7,Fuentes de Valdepero
34,79,6,Grijota
34,80,0,Guardo
34,81,7,Guaza de Campos
34,82,2,Hermedes de Cerrato
34,83,8,Herrera de Pisuerga
34,84,3,Herrera de Valdecañas
34,86,9,Hontoria de Cerrato
34,87,5,Hornillos de Cerrato
34,88,1,Husillos
34,89,4,Itero de la Vega
34,91,5,Lagartos
34,92,0,Lantadilla
34,94,1,Ledigos
34,903,6,Loma de Ucieza
34,96,7,Lomas
34,98,9,Magaz de Pisuerga
34,99,2,Manquillos
34,100,6,Mantinos
34,101,3,Marcilla de Campos
34,102,8,Mazariegos
34,103,4,Mazuecos de Valdeginate
34,104,9,Melgar de Yuso
34,106,5,Meneses de Campos
34,107,1,Micieces de Ojeda
34,108,7,Monzon de Campos
34,109,0,Moratinos
34,110,4,Muda
34,112,6,Nogal de las Huertas
34,113,2,Olea de Boedo
34,114,7,Olmos de Ojeda
34,116,3,Osornillo
34,901,5,Osorno la Mayor
34,120,2,Palencia
34,121,9,Palenzuela
34,122,4,Paramo de Boedo
34,123,0,Paredes de Nava
34,124,5,Payo de Ojeda
34,125,8,Pedraza de Campos
34,126,1,Pedrosa de la Vega
34,127,7,Perales
34,904,1,"Pernia, La"
34,129,6,Pino del Rio
34,130,0,Piña de Campos
34,131,7,Poblacion de Arroyo
34,132,2,Poblacion de Campos
34,133,8,Poblacion de Cerrato
34,134,3,Polentinos
34,135,6,Pomar de Valdivia
34,136,9,Poza de la Vega
34,137,5,Pozo de Urama
34,139,4,Pradanos de Ojeda
34,140,8,"Puebla de Valdavia, La"
34,141,5,Quintana del Puente
34,143,6,Quintanilla de Onsoña
34,146,7,Reinoso de Cerrato
34,147,3,Renedo de la Vega
34,149,2,Requena de Campos
34,151,2,Respenda de la Peña
34,152,7,Revenga de Campos
34,154,8,Revilla de Collazos
34,155,1,Ribas de Campos
34,156,4,Riberos de la Cueza
34,157,0,Saldaña
34,158,6,Salinas de Pisuerga
34,159,9,San Cebrian de Campos
34,160,3,San Cebrian de Muda
34,161,0,San Cristobal de Boedo
34,163,1,San Mames de Campos
34,165,9,San Roman de la Cuba
34,167,8,Santa Cecilia del Alcor
34,168,4,Santa Cruz de Boedo
34,169,7,Santervas de la Vega
34,170,1,Santibañez de Ecla
34,171,8,Santibañez de la Peña
34,174,4,Santoyo
34,175,7,"Serna, La"
34,177,6,Soto de Cerrato
34,176,0,Sotobañado y Priorato
34,178,2,Tabanera de Cerrato
34,179,5,Tabanera de Valdavia
34,180,9,Tamara de Campos
34,181,6,Tariego de Cerrato
34,182,1,Torquemada
34,184,2,Torremormojon
34,185,5,Triollo
34,186,8,Valbuena de Pisuerga
34,189,3,Valdeolmillos
34,190,7,Valderrabano
34,192,9,Valde-Ucieza
34,196,6,Valle de Cerrato
34,902,0,Valle del Retortillo
34,199,1,Velilla del Rio Carrion
34,23,1,Venta de Baños
34,201,2,Vertavillo
34,93,6,"Vid de Ojeda, La"
34,202,7,Villabasta de Valdavia
34,204,8,Villacidaler
34,205,1,Villaconancio
34,206,4,Villada
34,208,6,Villaeles de Valdavia
34,210,3,Villahan
34,211,0,Villaherreros
34,213,1,Villalaco
34,214,6,Villalba de Guardo
34,215,9,Villalcazar de Sirga
34,216,2,Villalcon
34,217,8,Villalobon
34,218,4,Villaluenga de la Vega
34,220,1,Villamartin de Campos
34,221,8,Villamediana
34,222,3,Villameriel
34,223,9,Villamoronta
34,224,4,Villamuera de la Cueza
34,225,7,Villamuriel de Cerrato
34,227,6,Villanueva del Rebollar
34,228,2,Villanuño de Valdavia
34,229,5,Villaprovedo
34,230,9,Villarmentero de Campos
34,231,6,Villarrabe
34,232,1,Villarramiel
34,233,7,Villasarracino
34,234,2,Villasila de Valdavia
34,236,8,Villaturde
34,237,4,Villaumbrales
34,238,0,Villaviudas
34,240,7,Villerias de Campos
34,241,4,Villodre
34,242,9,Villodrigo
34,243,5,Villoldo
34,245,3,Villota del Paramo
34,246,6,Villovieco
35,1,7,Agaete
35,2,2,Agüimes
35,20,6,"Aldea de San Nicolas, La"
35,3,8,Antigua
35,4,3,Arrecife
35,5,6,Artenara
35,6,9,Arucas
35,7,5,Betancuria
35,8,1,Firgas
35,9,4,Galdar
35,10,8,Haria
35,11,5,Ingenio
35,12,0,Mogan
35,13,6,Moya
35,14,1,"Oliva, La"
35,15,4,Pajara
35,16,7,"Palmas de Gran Canaria, Las"
35,17,3,Puerto del Rosario
35,18,9,San Bartolome
35,19,2,San Bartolome de Tirajana
35,21,3,Santa Brigida
35,22,8,Santa Lucia de Tirajana
35,23,4,Santa Maria de Guia de Gran Canaria
35,24,9,Teguise
35,25,2,Tejeda
35,26,5,Telde
35,27,1,Teror
35,28,7,Tias
35,29,0,Tinajo
35,30,4,Tuineje
35,32,6,Valleseco
35,31,1,Valsequillo de Gran Canaria
35,33,2,Vega de San Mateo
35,34,7,Yaiza
36,20,9,Agolada
36,1,0,Arbo
36,3,1,Baiona
36,2,5,Barro
36,4,6,Bueu
36,5,9,Caldas de Reis
36,6,2,Cambados
36,7,8,Campo Lameiro
36,8,4,Cangas
36,9,7,"Cañiza, A"
36,10,1,Catoira
36,11,8,Cerdedo
36,12,3,Cotobade
36,13,9,Covelo
36,14,4,Crecente
36,15,7,Cuntis
36,16,0,Dozon
36,17,6,"Estrada, A"
36,18,2,Forcarei
36,19,5,Fornelos de Montes
36,21,6,Gondomar
36,22,1,"Grove, O"
36,23,7,"Guarda, A"
36,901,1,"Illa de Arousa, A"
36,24,2,Lalin
36,25,5,"Lama, A"
36,26,8,Marin
36,27,4,Meaño
36,28,0,Meis
36,29,3,Moaña
36,30,7,Mondariz
36,31,4,Mondariz-Balneario
36,32,9,Moraña
36,33,5,Mos
36,34,0,"Neves, As"
36,35,3,Nigran
36,36,6,Oia
36,37,2,Pazos de Borben
36,41,2,Poio
36,43,3,Ponte Caldelas
36,42,7,Ponteareas
36,44,8,Pontecesures
36,38,8,Pontevedra
36,39,1,"Porriño, O"
36,40,5,Portas
36,45,1,Redondela
36,46,4,Ribadumia
36,47,0,Rodeiro
36,48,6,"Rosal, O"
36,49,9,Salceda de Caselas
36,50,2,Salvaterra de Miño
36,51,9,Sanxenxo
36,52,4,Silleda
36,53,0,Soutomaior
36,54,5,Tomiño
36,55,8,Tui
36,56,1,Valga
36,57,7,Vigo
36,59,6,Vila de Cruces
36,58,3,Vilaboa
36,60,0,Vilagarcia de Arousa
36,61,7,Vilanova de Arousa
37,1,6,Abusejo
37,2,1,Agallas
37,3,7,Ahigal de los Aceiteros
37,4,2,Ahigal de Villarino
37,5,5,"Alameda de Gardon, La"
37,6,8,"Alamedilla, La"
37,7,4,Alaraz
37,8,0,Alba de Tormes
37,9,3,Alba de Yeltes
37,10,7,"Alberca, La"
37,11,4,"Albergueria de Argañan, La"
37,12,9,Alconada
37,15,3,Aldea del Obispo
37,13,5,Aldeacipreste
37,14,0,Aldeadavila de la Ribera
37,16,6,Aldealengua
37,17,2,Aldeanueva de Figueroa
37,18,8,Aldeanueva de la Sierra
37,19,1,Aldearrodrigo
37,20,5,Aldearrubia
37,21,2,Aldeaseca de Alba
37,22,7,Aldeaseca de la Frontera
37,23,3,Aldeatejada
37,24,8,Aldeavieja de Tormes
37,25,1,Aldehuela de la Boveda
37,26,4,Aldehuela de Yeltes
37,27,0,Almenara de Tormes
37,28,6,Almendra
37,29,9,Anaya de Alba
37,30,3,Añover de Tormes
37,31,0,Arabayona de Mogica
37,32,5,Arapiles
37,33,1,Arcediano
37,34,6,"Arco, El"
37,35,9,Armenteros
37,37,8,"Atalaya, La"
37,38,4,Babilafuente
37,39,7,Bañobarez
37,40,1,Barbadillo
37,41,8,Barbalos
37,42,3,Barceo
37,44,4,Barruecopardo
37,45,7,"Bastida, La"
37,46,0,Bejar
37,47,6,Beleña
37,49,5,Bermellar
37,50,8,Berrocal de Huebra
37,51,5,Berrocal de Salvatierra
37,52,0,Boada
37,54,1,"Bodon, El"
37,55,4,Bogajo
37,56,7,"Bouza, La"
37,57,3,Boveda del Rio Almar
37,58,9,Brincones
37,59,2,Buenamadre
37,60,6,Buenavista
37,61,3,"Cabaco, El"
37,63,4,"Cabeza de Bejar, La"
37,65,2,Cabeza del Caballo
37,62,8,Cabezabellosa de la Calzada
37,67,1,Cabrerizos
37,68,7,Cabrillas
37,69,0,Calvarrasa de Abajo
37,70,4,Calvarrasa de Arriba
37,71,1,"Calzada de Bejar, La"
37,72,6,Calzada de Don Diego
37,73,2,Calzada de Valdunciel
37,74,7,Campillo de Azaba
37,77,9,"Campo de Peñaranda, El"
37,78,5,Candelario
37,79,8,Canillas de Abajo
37,80,2,Cantagallo
37,81,9,Cantalapiedra
37,82,4,Cantalpino
37,83,0,Cantaracillo
37,85,8,Carbajosa de la Sagrada
37,86,1,Carpio de Azaba
37,87,7,Carrascal de Barregas
37,88,3,Carrascal del Obispo
37,89,6,Casafranca
37,90,0,"Casas del Conde, Las"
37,91,7,Casillas de Flores
37,92,2,Castellanos de Moriscos
37,185,7,Castellanos de Villiquera
37,96,9,Castillejo de Martin Viejo
37,97,5,Castraz
37,98,1,Cepeda
37,99,4,Cereceda de la Sierra
37,100,8,Cerezal de Peñahorcada
37,101,5,Cerralbo
37,102,0,"Cerro, El"
37,103,6,Cespedosa de Tormes
37,114,9,Chagarcia Medianero
37,104,1,Cilleros de la Bastida
37,106,7,Ciperez
37,107,3,Ciudad Rodrigo
37,108,9,Coca de Alba
37,109,2,Colmenar de Montemayor
37,110,6,Cordovilla
37,112,8,Cristobal
37,113,4,"Cubo de Don Sancho, El"
37,115,2,Dios le Guarde
37,116,5,Doñinos de Ledesma
37,117,1,Doñinos de Salamanca
37,118,7,Ejeme
37,119,0,"Encina, La"
37,120,4,Encina de San Silvestre
37,121,1,Encinas de Abajo
37,122,6,Encinas de Arriba
37,123,2,Encinasola de los Comendadores
37,124,7,Endrinal
37,125,0,Escurial de la Sierra
37,126,3,Espadaña
37,127,9,Espeja
37,128,5,Espino de la Orbada
37,129,8,Florida de Liebana
37,130,2,Forfoleda
37,131,9,Frades de la Sierra
37,132,4,"Fregeneda, La"
37,133,0,Fresnedoso
37,134,5,Fresno Alhandiga
37,135,8,"Fuente de San Esteban, La"
37,136,1,Fuenteguinaldo
37,137,7,Fuenteliante
37,138,3,Fuenterroble de Salvatierra
37,139,6,Fuentes de Bejar
37,140,0,Fuentes de Oñoro
37,141,7,Gajates
37,142,2,Galindo y Perahuy
37,143,8,Galinduste
37,144,3,Galisancho
37,145,6,Gallegos de Argañan
37,146,9,Gallegos de Solmiron
37,147,5,Garcibuey
37,148,1,Garcihernandez
37,149,4,Garcirrey
37,150,7,Gejuelo del Barro
37,151,4,Golpejas
37,152,9,Gomecello
37,154,0,Guadramiro
37,155,3,Guijo de Avila
37,156,6,Guijuelo
37,157,2,Herguijuela de Ciudad Rodrigo
37,158,8,Herguijuela de la Sierra
37,159,1,Herguijuela del Campo
37,160,5,Hinojosa de Duero
37,161,2,Horcajo de Montemayor
37,162,7,Horcajo Medianero
37,163,3,"Hoya, La"
37,164,8,Huerta
37,165,1,Iruelos
37,166,4,Ituero de Azaba
37,167,0,Juzbado
37,168,6,Lagunilla
37,169,9,Larrodrigo
37,170,3,Ledesma
37,171,0,Ledrada
37,172,5,Linares de Riofrio
37,173,1,Lumbrales
37,175,9,Machacon
37,174,6,Macotera
37,176,2,Madroñal
37,177,8,"Maillo, El"
37,178,4,Malpartida
37,179,7,Mancera de Abajo
37,180,1,"Manzano, El"
37,181,8,Martiago
37,183,9,Martin de Yeltes
37,182,3,Martinamor
37,184,4,Masueco
37,186,0,"Mata de Ledesma, La"
37,187,6,Matilla de los Caños del Rio
37,188,2,"Maya, La"
37,189,5,Membribe de la Sierra
37,190,9,Mieza
37,191,6,"Milano, El"
37,192,1,Miranda de Azan
37,193,7,Miranda del Castañar
37,194,2,Mogarraz
37,195,5,Molinillo
37,196,8,Monforte de la Sierra
37,197,4,Monleon
37,198,0,Monleras
37,199,3,Monsagro
37,200,7,Montejo
37,201,4,Montemayor del Rio
37,202,9,Monterrubio de Armuña
37,203,5,Monterrubio de la Sierra
37,204,0,Morasverdes
37,205,3,Morille
37,206,6,Moriñigo
37,207,2,Moriscos
37,208,8,Moronta
37,209,1,Mozarbez
37,211,2,Narros de Matalayegua
37,213,3,Nava de Bejar
37,214,8,Nava de Francia
37,215,1,Nava de Sotrobal
37,212,7,Navacarros
37,216,4,Navales
37,217,0,Navalmoral de Bejar
37,218,6,Navamorales
37,219,9,Navarredonda de la Rinconada
37,221,0,Navasfrias
37,222,5,Negrilla de Palencia
37,223,1,Olmedo de Camaces
37,224,6,"Orbada, La"
37,225,9,Pajares de la Laguna
37,226,2,Palacios del Arzobispo
37,228,4,Palaciosrubios
37,229,7,Palencia de Negrilla
37,230,1,Parada de Arriba
37,231,8,Parada de Rubiales
37,232,3,Paradinas de San Juan
37,233,9,Pastores
37,234,4,"Payo, El"
37,235,7,Pedraza de Alba
37,236,0,Pedrosillo de Alba
37,237,6,Pedrosillo de los Aires
37,238,2,Pedrosillo el Ralo
37,239,5,"Pedroso de la Armuña, El"
37,240,9,Pelabravo
37,241,6,Pelarrodriguez
37,242,1,Pelayos
37,243,7,"Peña, La"
37,244,2,Peñacaballera
37,245,5,Peñaparda
37,246,8,Peñaranda de Bracamonte
37,247,4,Peñarandilla
37,248,0,Peralejos de Abajo
37,249,3,Peralejos de Arriba
37,250,6,Pereña de la Ribera
37,251,3,Peromingo
37,252,8,Pinedas
37,253,4,"Pino de Tormes, El"
37,254,9,Pitiegua
37,255,2,Pizarral
37,256,5,Poveda de las Cintas
37,257,1,Pozos de Hinojo
37,258,7,Puebla de Azaba
37,259,0,Puebla de San Medel
37,260,4,Puebla de Yeltes
37,261,1,Puente del Congosto
37,262,6,Puertas
37,263,2,Puerto de Bejar
37,264,7,Puerto Seguro
37,265,0,Ragama
37,266,3,"Redonda, La"
37,267,9,Retortillo
37,268,5,"Rinconada de la Sierra, La"
37,269,8,Robleda
37,270,2,Robliza de Cojos
37,271,9,Rollan
37,272,4,Saelices el Chico
37,273,0,"Sagrada, La"
37,303,4,"Sahugo, El"
37,274,5,Salamanca
37,275,8,Saldeana
37,276,1,Salmoral
37,277,7,Salvatierra de Tormes
37,278,3,San Cristobal de la Cuesta
37,284,3,San Esteban de la Sierra
37,285,6,San Felices de los Gallegos
37,286,9,San Martin del Castañar
37,287,5,San Miguel de Valero
37,36,2,San Miguel del Robledo
37,288,1,San Morales
37,289,4,San Muñoz
37,291,5,San Pedro de Rozados
37,290,8,San Pedro del Valle
37,292,0,San Pelayo de Guareña
37,280,0,Sanchon de la Ribera
37,281,7,Sanchon de la Sagrada
37,282,2,Sanchotello
37,279,6,Sancti-Spiritus
37,283,8,Sando
37,293,6,Santa Maria de Sando
37,294,1,Santa Marta de Tormes
37,296,7,Santiago de la Puebla
37,297,3,Santibañez de Bejar
37,298,9,Santibañez de la Sierra
37,299,2,Santiz
37,300,6,"Santos, Los"
37,301,3,Sardon de los Frailes
37,302,8,Saucelle
37,304,9,Sepulcro-Hilario
37,305,2,Sequeros
37,306,5,Serradilla del Arroyo
37,307,1,Serradilla del Llano
37,309,0,"Sierpe, La"
37,310,4,Sieteiglesias de Tormes
37,311,1,Sobradillo
37,312,6,Sorihuela
37,313,2,Sotoserrano
37,314,7,Tabera de Abajo
37,315,0,"Tala, La"
37,316,3,Tamames
37,317,9,Tarazona de Guareña
37,318,5,Tardaguila
37,319,8,"Tejado, El"
37,320,2,Tejeda y Segoyuela
37,321,9,Tenebron
37,322,4,Terradillos
37,323,0,Topas
37,324,5,Tordillos
37,325,8,"Tornadizo, El"
37,327,7,Torresmenudas
37,328,3,Trabanca
37,329,6,Tremedal de Tormes
37,330,0,Valdecarros
37,331,7,Valdefuentes de Sangusin
37,332,2,Valdehijaderos
37,333,8,Valdelacasa
37,334,3,Valdelageve
37,335,6,Valdelosa
37,336,9,Valdemierque
37,337,5,Valderrodrigo
37,338,1,Valdunciel
37,339,4,Valero
37,343,6,Vallejera de Riofrio
37,340,8,Valsalabroso
37,341,5,Valverde de Valdelacasa
37,342,0,Valverdon
37,344,1,Vecinos
37,345,4,Vega de Tirados
37,346,7,"Veguillas, Las"
37,347,3,"Velles, La"
37,348,9,Ventosa del Rio Almar
37,349,2,"Vidola, La"
37,351,2,Villaflores
37,352,7,Villagonzalo de Tormes
37,353,3,Villalba de los Llanos
37,354,8,Villamayor
37,355,1,Villanueva del Conde
37,356,4,Villar de Argañan
37,357,0,Villar de Ciervo
37,358,6,Villar de Gallimazo
37,359,9,Villar de la Yegua
37,360,3,Villar de Peralonso
37,361,0,Villar de Samaniego
37,362,5,Villares de la Reina
37,363,1,Villares de Yeltes
37,364,6,Villarino de los Aires
37,365,9,Villarmayor
37,366,2,Villarmuerto
37,367,8,Villasbuenas
37,368,4,Villasdardo
37,369,7,Villaseco de los Gamitos
37,370,1,Villaseco de los Reyes
37,371,8,Villasrubias
37,372,3,Villaverde de Guareña
37,373,9,Villavieja de Yeltes
37,374,4,Villoria
37,375,7,Villoruela
37,350,5,Vilvestre
37,376,0,Vitigudino
37,377,6,Yecla de Yeltes
37,378,2,Zamarra
37,379,5,Zamayon
37,380,9,Zarapicos
37,381,6,"Zarza de Pumareda, La"
37,382,1,Zorita de la Frontera
38,1,2,Adeje
38,2,7,Agulo
38,3,3,Alajero
38,4,8,Arafo
38,5,1,Arico
38,6,4,Arona
38,7,0,Barlovento
38,8,6,Breña Alta
38,9,9,Breña Baja
38,10,3,Buenavista del Norte
38,11,0,Candelaria
38,12,5,Fasnia
38,13,1,Frontera
38,14,6,Fuencaliente de la Palma
38,15,9,Garachico
38,16,2,Garafia
38,17,8,Granadilla de Abona
38,18,4,"Guancha, La"
38,19,7,Guia de Isora
38,20,1,Güimar
38,21,8,Hermigua
38,22,3,Icod de los Vinos
38,24,4,"Llanos de Aridane, Los"
38,25,7,"Matanza de Acentejo, La"
38,26,0,"Orotava, La"
38,27,6,"Paso, El"
38,901,3,"Pinar de El Hierro, El"
38,28,2,Puerto de la Cruz
38,29,5,Puntagorda
38,30,9,Puntallana
38,31,6,"Realejos, Los"
38,32,1,"Rosario, El"
38,33,7,San Andres y Sauces
38,23,9,San Cristobal de La Laguna
38,34,2,San Juan de la Rambla
38,35,5,San Miguel de Abona
38,36,8,San Sebastian de la Gomera
38,37,4,Santa Cruz de la Palma
38,38,0,Santa Cruz de Tenerife
38,39,3,Santa Ursula
38,40,7,Santiago del Teide
38,41,4,"Sauzal, El"
38,42,9,"Silos, Los"
38,43,5,Tacoronte
38,44,0,"Tanque, El"
38,45,3,Tazacorte
38,46,6,Tegueste
38,47,2,Tijarafe
38,49,1,Valle Gran Rey
38,50,4,Vallehermoso
38,48,8,Valverde
38,51,1,"Victoria de Acentejo, La"
38,52,6,Vilaflor
38,53,2,Villa de Mazo
39,1,5,Alfoz de Lloredo
39,2,0,Ampuero
39,3,6,Anievas
39,4,1,Arenas de Iguña
39,5,4,Argoños
39,6,7,Arnuero
39,7,3,Arredondo
39,8,9,"Astillero, El"
39,9,2,Barcena de Cicero
39,10,6,Barcena de Pie de Concha
39,11,3,Bareyo
39,12,8,Cabezon de la Sal
39,13,4,Cabezon de Liebana
39,14,9,Cabuerniga
39,15,2,Camaleño
39,16,5,Camargo
39,27,9,Campoo de Enmedio
39,17,1,Campoo de Yuso
39,18,7,Cartes
39,19,0,Castañeda
39,20,4,Castro-Urdiales
39,21,1,Cieza
39,22,6,Cillorigo de Liebana
39,23,2,Colindres
39,24,7,Comillas
39,25,0,"Corrales de Buelna, Los"
39,26,3,Corvera de Toranzo
39,28,5,Entrambasaguas
39,29,8,Escalante
39,30,2,Guriezo
39,31,9,Hazas de Cesto
39,32,4,Hermandad de Campoo de Suso
39,33,0,Herrerias
39,34,5,Lamason
39,35,8,Laredo
39,36,1,Liendo
39,37,7,Lierganes
39,38,3,Limpias
39,39,6,Luena
39,40,0,Marina de Cudeyo
39,41,7,Mazcuerras
39,42,2,Medio Cudeyo
39,43,8,Meruelo
39,44,3,Miengo
39,45,6,Miera
39,46,9,Molledo
39,47,5,Noja
39,48,1,Penagos
39,49,4,Peñarrubia
39,50,7,Pesaguero
39,51,4,Pesquera
39,52,9,Pielagos
39,53,5,Polaciones
39,54,0,Polanco
39,55,3,Potes
39,56,6,Puente Viesgo
39,57,2,Ramales de la Victoria
39,58,8,Rasines
39,59,1,Reinosa
39,60,5,Reocin
39,61,2,Ribamontan al Mar
39,62,7,Ribamontan al Monte
39,63,3,Rionansa
39,64,8,Riotuerto
39,65,1,"Rozas de Valdearroyo, Las"
39,66,4,Ruente
39,67,0,Ruesga
39,68,6,Ruiloba
39,69,9,San Felices de Buelna
39,70,3,San Miguel de Aguayo
39,71,0,San Pedro del Romeral
39,72,5,San Roque de Riomiera
39,80,1,San Vicente de la Barquera
39,73,1,Santa Cruz de Bezana
39,74,6,Santa Maria de Cayon
39,75,9,Santander
39,76,2,Santillana del Mar
39,77,8,Santiurde de Reinosa
39,78,4,Santiurde de Toranzo
39,79,7,Santoña
39,81,8,Saro
39,82,3,Selaya
39,83,9,Soba
39,84,4,Solorzano
39,85,7,Suances
39,86,0,"Tojos, Los"
39,87,6,Torrelavega
39,88,2,Tresviso
39,89,5,Tudanca
39,90,9,Udias
39,95,5,Val de San Vicente
39,91,6,Valdaliga
39,92,1,Valdeolea
39,93,7,Valdeprado del Rio
39,94,2,Valderredible
39,101,4,Valle de Villaverde
39,96,8,Vega de Liebana
39,97,4,Vega de Pas
39,98,0,Villacarriedo
39,99,3,Villaescusa
39,100,7,Villafufre
39,102,9,Voto
40,1,9,Abades
40,2,4,Adrada de Piron
40,3,0,Adrados
40,4,5,Aguilafuente
40,5,8,Alconada de Maderuelo
40,12,2,Aldea Real
40,6,1,Aldealcorvo
40,7,7,Aldealengua de Pedraza
40,8,3,Aldealengua de Santa Maria
40,9,6,Aldeanueva de la Serrezuela
40,10,0,Aldeanueva del Codonal
40,13,8,Aldeasoña
40,14,3,Aldehorno
40,15,6,Aldehuela del Codonal
40,16,9,Aldeonte
40,17,5,Anaya
40,18,1,Añe
40,19,4,Arahuetes
40,20,8,Arcones
40,21,5,Arevalillo de Cega
40,22,0,Armuña
40,24,1,Ayllon
40,25,4,Barbolla
40,26,7,Basardilla
40,28,9,Bercial
40,29,2,Bercimuel
40,30,6,Bernardos
40,31,3,Bernuy de Porreros
40,32,8,Boceguillas
40,33,4,Brieva
40,34,9,Caballar
40,35,2,Cabañas de Polendos
40,36,5,Cabezuela
40,37,1,Calabazas de Fuentidueña
40,39,0,Campo de San Pedro
40,40,4,Cantalejo
40,41,1,Cantimpalos
40,43,2,Carbonero el Mayor
40,44,7,Carrascal del Rio
40,45,0,Casla
40,46,3,Castillejo de Mesleon
40,47,9,Castro de Fuentidueña
40,48,5,Castrojimeno
40,49,8,Castroserna de Abajo
40,51,8,Castroserracin
40,52,3,Cedillo de la Torre
40,53,9,Cerezo de Abajo
40,54,4,Cerezo de Arriba
40,65,5,Chañe
40,55,7,Cilleruelo de San Mames
40,56,0,Cobos de Fuentidueña
40,57,6,Coca
40,58,2,Codorniz
40,59,5,Collado Hermoso
40,60,9,Condado de Castilnovo
40,61,6,Corral de Ayllon
40,902,5,Cozuelos de Fuentidueña
40,62,1,Cubillo
40,63,7,Cuellar
40,905,9,Cuevas de Provanco
40,68,0,Domingo Garcia
40,69,3,Donhierro
40,70,7,Duruelo
40,71,4,Encinas
40,72,9,Encinillas
40,73,5,Escalona del Prado
40,74,0,Escarabajosa de Cabezas
40,75,3,Escobar de Polendos
40,76,6,"Espinar, El"
40,77,2,Espirdo
40,78,8,Fresneda de Cuellar
40,79,1,Fresno de Cantespino
40,80,5,Fresno de la Fuente
40,81,2,Frumales
40,82,7,Fuente de Santa Cruz
40,83,3,Fuente el Olmo de Fuentidueña
40,84,8,Fuente el Olmo de Iscar
40,86,4,Fuentepelayo
40,87,0,Fuentepiñel
40,88,6,Fuenterrebollo
40,89,9,Fuentesauco de Fuentidueña
40,91,0,Fuentesoto
40,92,5,Fuentidueña
40,93,1,Gallegos
40,94,6,Garcillan
40,95,9,Gomezserracin
40,97,8,Grajera
